Date,Region,Channel,PoliciesSold,TotalPremium,TotalClaims,CustomerSatisfaction,CommissionRate,PolicyDurationMonths,AvgCustomerAge,ClaimFrequency,ClaimSeverity,RenewalRate,OperatingCost,Profit,LossRatio,ClaimsPerPolicy
01/12/2024,North,Partner,315,216328,78241,9.11,7.52,6,34,0.288,896.72,0.55,16879,121208,0.362,90.72
01/10/2024,South,Online,231,257500,88960,7.46,7.43,6,59,0.367,376.67,0.68,8938,159602,0.345,84.78
01/06/2024,North,Partner,359,149862,149958,7.65,5.5,24,26,0.431,833.32,0.67,16681,-16777,1.001,154.73
01/07/2024,North,Branch,224,284066,147420,8.23,5.85,12,54,0.156,348.19,0.63,6471,130175,0.519,34.94
01/04/2024,North,Partner,181,88889,127754,7.63,4.05,24,43,0.126,852.29,0.5,13003,-51868,1.437,22.81
01/07/2024,West,Online,382,101428,33418,7.54,5.6,12,63,0.081,691.62,0.86,5337,62673,0.329,30.94
01/11/2024,North,Branch,782,160502,115422,8.39,5.84,12,61,0.454,278.43,0.81,12051,33029,0.719,355.03
01/08/2024,West,Partner,158,218279,120319,6.5,7.63,12,27,0.14,916.26,0.76,12444,85516,0.551,22.12
01/11/2024,North,Partner,643,100255,108593,9.16,7.58,12,49,0.188,662.37,0.55,16273,-24611,1.083,120.88
01/01/2024,North,Partner,260,155824,75184,7.77,7.86,24,58,0.179,725,0.65,8412,72228,0.482,46.54
01/06/2024,North,Branch,383,272603,24833,6.99,7.54,24,46,0.187,426.81,0.87,18415,229355,0.091,71.62
01/08/2024,South,Branch,205,55409,95430,6.86,4.03,12,62,0.351,897.31,0.75,7392,-47413,1.722,71.96
01/05/2024,West,Online,204,92438,134246,8.04,6.57,24,38,0.479,636.16,0.74,5976,-47784,1.452,97.72
01/04/2024,West,Branch,538,291482,61833,7.69,4.27,12,63,0.198,536.9,0.87,9978,219671,0.212,106.52
01/02/2024,North,Branch,327,291310,20565,6.45,5.09,12,26,0.233,627.43,0.72,15437,255308,0.071,76.19
01/06/2024,North,Partner,799,276431,60180,7.4,6.31,12,56,0.397,762.65,0.74,18325,197926,0.218,317.2
01/06/2024,South,Branch,681,57869,38402,7.19,6.8,24,67,0.245,756.04,0.64,9068,10399,0.664,166.84
01/11/2024,South,Partner,417,282332,62845,9.26,6.62,12,27,0.467,486.06,0.65,14895,204592,0.223,194.74
01/01/2024,South,Partner,563,237934,95851,8.13,4.2,24,65,0.276,508.21,0.77,5871,136212,0.403,155.39
01/09/2024,West,Branch,698,269009,32834,9.57,4.41,12,32,0.206,649.79,0.63,8409,227766,0.122,143.79
01/12/2024,West,Online,571,75958,87850,7.29,4.51,12,50,0.487,939.53,0.72,7589,-19481,1.157,278.08
01/11/2024,West,Online,155,257374,57180,7.71,4.37,12,56,0.242,796.34,0.61,17744,182450,0.222,37.51
01/06/2024,North,Branch,724,200840,23883,8.39,4.71,12,35,0.154,512.33,0.57,6549,170408,0.119,111.5
01/03/2024,West,Online,112,277402,129688,8.6,6.75,12,25,0.13,469.63,0.68,16699,131015,0.468,14.56
01/04/2024,East,Partner,539,207217,95587,8.72,7.32,12,39,0.498,618.91,0.59,9461,102169,0.461,268.42
01/12/2024,East,Partner,117,125622,126520,7.11,5.64,24,28,0.389,895.99,0.86,19736,-20634,1.007,45.51
01/11/2024,South,Branch,793,289811,31695,7.14,6.77,12,28,0.234,206.94,0.62,7621,250495,0.109,185.56
01/04/2024,West,Online,212,76442,147135,7.64,4.8,12,52,0.422,768.39,0.74,7529,-78222,1.925,89.46
01/03/2024,East,Online,328,131948,43123,9.48,7.89,24,34,0.296,435.61,0.61,15349,73476,0.327,97.09
01/10/2024,South,Partner,270,75596,78481,7,5.4,12,35,0.193,366.72,0.6,12162,-15047,1.038,52.11
01/03/2024,West,Branch,394,125791,93438,7.47,7.38,12,47,0.385,209.71,0.64,19741,12612,0.743,151.69
01/03/2024,North,Online,288,92406,131491,8.73,7.78,12,27,0.386,917.27,0.87,15548,-54633,1.423,111.17
01/04/2024,East,Branch,525,90524,149525,8.68,7.46,12,63,0.275,929.8,0.66,13351,-72352,1.652,144.38
01/07/2024,North,Online,178,204404,37573,8.56,4.27,12,63,0.07,249.13,0.83,18131,148700,0.184,12.46
01/04/2024,West,Partner,757,160160,141844,8.08,6.6,24,41,0.085,617.45,0.58,15294,3022,0.886,64.34
01/09/2024,East,Partner,281,196836,114910,6.93,4.48,12,46,0.405,322.06,0.52,16000,65926,0.584,113.8
01/01/2024,West,Branch,598,208635,76494,7.31,4.02,12,51,0.421,806.95,0.81,15191,116950,0.367,251.76
01/08/2024,North,Partner,170,268747,32288,9.13,4.21,12,40,0.355,732.31,0.72,11399,225060,0.12,60.35
01/07/2024,East,Online,347,217442,66978,8.77,7.66,6,40,0.428,437.7,0.7,7581,142883,0.308,148.52
01/02/2024,North,Partner,245,55062,92420,6.67,7.63,12,64,0.374,293.57,0.61,11565,-48923,1.678,91.63
01/08/2024,West,Branch,717,94645,137845,8.87,4.9,12,27,0.454,864.98,0.53,16185,-59385,1.456,325.52
01/01/2024,West,Branch,395,172759,96095,9.31,6.19,12,57,0.118,739.4,0.69,18926,57738,0.556,46.61
01/11/2024,North,Branch,681,57244,74672,8.05,7.82,24,66,0.224,205.46,0.85,12105,-29533,1.304,152.54
01/12/2024,East,Online,569,187444,81821,8.43,5.99,12,26,0.259,702.3,0.55,11956,93667,0.437,147.37
01/09/2024,North,Online,605,286481,103661,9.01,5.57,12,63,0.184,848.24,0.87,7934,174886,0.362,111.32
01/09/2024,West,Online,292,135501,89224,7.3,5.93,12,51,0.376,672.61,0.61,7311,38966,0.658,109.79
01/02/2024,North,Online,167,167450,109405,10,7.16,12,39,0.461,539.77,0.71,7795,50250,0.653,76.99
01/07/2024,West,Online,593,245543,132418,9.22,5.91,24,31,0.236,667.13,0.53,9328,103797,0.539,139.95
01/10/2024,North,Partner,151,291605,123673,8.52,7.13,12,69,0.474,695.77,0.67,11823,156109,0.424,71.57
01/03/2024,East,Online,462,66956,74796,7.97,5.73,12,66,0.283,712.03,0.55,9328,-17168,1.117,130.75
01/07/2024,East,Online,573,221545,64706,8.49,5.01,12,33,0.285,973.64,0.52,8588,148251,0.292,163.3
01/12/2024,North,Partner,620,194966,148554,6.44,5.31,6,65,0.32,342.92,0.89,8116,38296,0.762,198.4
01/10/2024,North,Online,530,291656,143777,10,4.31,12,30,0.171,698.47,0.79,9653,138226,0.493,90.63
01/09/2024,East,Branch,397,279990,24023,9.13,5.99,12,36,0.223,350.39,0.79,8747,247220,0.086,88.53
01/04/2024,West,Online,534,250658,134286,9.46,4.59,24,54,0.299,367.97,0.54,11824,104548,0.536,159.67
01/12/2024,East,Online,795,66709,102636,8.03,7.25,12,44,0.474,735.41,0.87,15141,-51068,1.539,376.83
01/01/2024,West,Branch,790,262330,56735,7.64,5.68,12,44,0.339,932.76,0.69,6459,199136,0.216,267.81
01/02/2024,North,Branch,297,168428,92959,7.33,7.06,12,51,0.2,327.24,0.84,9430,66039,0.552,59.4
01/01/2024,North,Branch,227,65210,59218,8.81,7.82,6,44,0.055,969.97,0.51,7451,-1459,0.908,12.48
01/12/2024,West,Branch,631,230582,32213,7.49,7.4,12,31,0.492,455.5,0.62,12331,186038,0.14,310.45
01/05/2024,North,Online,510,152081,121519,7.81,7.81,12,64,0.272,513.05,0.9,17543,13019,0.799,138.72
01/05/2024,West,Branch,164,219746,142513,8.55,6.27,6,64,0.472,322.94,0.67,18377,58856,0.649,77.41
01/11/2024,South,Branch,793,150025,118694,7.34,4.66,24,54,0.297,692.67,0.86,16259,15072,0.791,235.52
01/07/2024,East,Partner,340,198805,48460,9.04,7.74,6,32,0.322,677.14,0.63,9090,141255,0.244,109.48
01/09/2024,South,Branch,468,201152,144579,7.98,7.47,24,26,0.37,553.82,0.71,16180,40393,0.719,173.16
01/09/2024,West,Branch,635,283272,84680,6.49,7.46,12,38,0.194,580.87,0.84,13963,184629,0.299,123.19
01/03/2024,East,Partner,483,234484,137725,7.33,6.77,6,34,0.365,698.38,0.74,10041,86718,0.587,176.3
01/03/2024,West,Partner,530,174476,51017,9.31,6.5,12,42,0.287,666.8,0.79,6111,117348,0.292,152.11
01/03/2024,East,Online,182,240043,118536,7.06,4.06,12,42,0.353,499.41,0.59,16503,105004,0.494,64.25
01/04/2024,East,Partner,796,220781,112038,8.89,6.99,12,40,0.426,907.29,0.56,17598,91145,0.507,339.1
01/08/2024,East,Online,710,109846,50990,8.12,4.37,12,29,0.133,734.13,0.59,14786,44070,0.464,94.43
01/06/2024,East,Partner,673,115480,39515,7.83,5.04,6,55,0.326,364.33,0.7,15921,60044,0.342,219.4
01/08/2024,West,Partner,385,292840,49991,10,6.21,24,61,0.073,455.92,0.82,14473,228376,0.171,28.1
01/01/2024,East,Online,633,102960,27634,6.72,5.81,12,44,0.096,830.3,0.64,18869,56457,0.268,60.77
01/08/2024,East,Partner,558,284622,97034,7.26,4.06,6,47,0.354,283.62,0.73,8585,179003,0.341,197.53
01/04/2024,South,Online,311,222224,96452,7.98,7.3,24,56,0.082,800.19,0.82,12601,113171,0.434,25.5
01/11/2024,North,Partner,225,208322,49377,10,7.52,12,66,0.318,487.07,0.6,19464,139481,0.237,71.55
01/01/2024,North,Branch,512,135765,53001,7.98,6.73,12,41,0.149,641.35,0.85,16020,66744,0.39,76.29
01/08/2024,South,Partner,598,167265,21391,8.27,6.16,12,37,0.187,424.45,0.88,7373,138501,0.128,111.83
01/04/2024,South,Online,524,98137,85206,7.66,7.84,12,37,0.108,989.17,0.52,18077,-5146,0.868,56.59
01/06/2024,West,Partner,653,263083,129388,8.36,4.48,6,41,0.162,924.67,0.52,19352,114343,0.492,105.79
01/08/2024,West,Online,709,168922,62215,7.73,6.95,12,39,0.42,942.76,0.54,11842,94865,0.368,297.78
01/04/2024,West,Online,642,171280,99720,8.7,4.51,24,50,0.337,347.82,0.81,13533,58027,0.582,216.35
01/03/2024,South,Branch,257,227484,47114,8.77,5.53,6,68,0.477,873.35,0.58,10098,170272,0.207,122.59
01/09/2024,South,Branch,211,93876,31882,7.77,6.34,12,52,0.072,628.32,0.79,18125,43869,0.34,15.19
01/03/2024,East,Online,501,144547,133142,6.87,6.95,12,66,0.407,766.29,0.68,9723,1682,0.921,203.91
01/09/2024,West,Partner,221,254736,37273,8.09,4.01,12,69,0.365,374,0.83,7818,209645,0.146,80.66
01/02/2024,West,Online,372,100227,126206,9.4,5.04,24,54,0.167,769.59,0.82,7925,-33904,1.259,62.12
01/02/2024,West,Online,393,213522,65647,7.17,6.15,12,67,0.378,931.41,0.88,14464,133411,0.307,148.55
01/02/2024,North,Partner,497,134433,102665,8.33,6.13,6,59,0.372,413.99,0.6,5709,26059,0.764,184.88
01/06/2024,East,Partner,570,123704,84892,6.79,6.55,12,46,0.257,386.69,0.59,11992,26820,0.686,146.49
01/03/2024,West,Partner,306,56861,62679,6.96,5.22,6,34,0.36,283.53,0.51,5738,-11556,1.102,110.16
01/09/2024,West,Partner,209,288366,20427,9.3,6.16,12,35,0.25,413.45,0.66,19512,248427,0.071,52.25
01/04/2024,West,Online,539,111914,116952,8.69,4.76,6,62,0.201,628.63,0.68,14970,-20008,1.045,108.34
01/01/2024,North,Online,377,113888,149669,8.35,4.75,12,57,0.26,866.17,0.89,18233,-54014,1.314,98.02
01/04/2024,North,Branch,667,129286,86267,5.68,6.31,12,30,0.453,423.04,0.83,19692,23327,0.667,302.15
01/01/2024,South,Online,668,111293,20799,7.45,6.74,12,61,0.223,696.92,0.57,9590,80904,0.187,148.96
01/05/2024,East,Partner,581,263596,75659,8.61,4.48,12,31,0.232,583.67,0.82,17322,170615,0.287,134.79
01/04/2024,South,Branch,213,118515,114409,6.55,4.49,6,68,0.324,430.86,0.57,18718,-14612,0.965,69.01
01/08/2024,East,Partner,576,204596,27025,7.65,6.26,24,36,0.389,608.29,0.53,11087,166484,0.132,224.06
01/08/2024,North,Online,420,57065,34481,8.77,5.08,12,31,0.381,334.37,0.83,8718,13866,0.604,160.02
01/07/2024,West,Branch,278,218756,45411,6.49,5.57,24,26,0.059,711.66,0.89,18105,155240,0.208,16.4
01/03/2024,South,Partner,318,138720,116894,6.32,5.6,12,25,0.359,292.53,0.54,13201,8625,0.843,114.16
01/01/2024,West,Branch,627,214437,125928,6.51,4.71,12,47,0.253,784.78,0.83,10081,78428,0.587,158.63
01/01/2024,South,Branch,591,108876,143014,8.33,4.01,12,49,0.286,342.17,0.84,14929,-49067,1.314,169.03
01/12/2024,North,Online,160,204776,34961,7.44,7.41,12,42,0.303,998.53,0.55,7578,162237,0.171,48.48
01/11/2024,North,Partner,153,238929,41767,8.88,6.86,12,68,0.379,858.94,0.61,6558,190604,0.175,57.99
01/03/2024,North,Branch,779,186694,140895,8.12,6.76,12,31,0.424,475.07,0.79,15334,30465,0.755,330.3
01/06/2024,South,Branch,637,133797,71690,9.88,6.19,12,27,0.341,540.96,0.82,15815,46292,0.536,217.22
01/07/2024,East,Partner,164,291540,72870,6.76,6.8,12,53,0.304,407.35,0.64,9000,209670,0.25,49.86
01/06/2024,South,Branch,711,275027,126536,8.33,7.74,12,34,0.218,813.69,0.56,9545,138946,0.46,155
01/06/2024,East,Branch,685,281075,56135,7.2,6.66,6,67,0.112,504.58,0.76,10339,214601,0.2,76.72
01/06/2024,South,Branch,270,141141,84514,8.6,5.06,12,29,0.481,804.15,0.78,15335,41292,0.599,129.87
01/03/2024,South,Partner,372,275779,106928,8.12,6.28,12,58,0.258,214.72,0.7,14056,154795,0.388,95.98
01/06/2024,North,Partner,798,268772,148705,7.01,5.77,6,32,0.305,308.5,0.56,14992,105075,0.553,243.39
01/08/2024,West,Partner,634,296476,98798,7.84,6.23,12,38,0.388,491.98,0.84,16644,181034,0.333,245.99
01/11/2024,West,Partner,490,292805,90765,8.07,6.07,12,64,0.081,287.13,0.76,7716,194324,0.31,39.69
01/11/2024,East,Online,792,260404,43772,7.4,7.44,12,30,0.435,680.9,0.85,9302,207330,0.168,344.52
01/02/2024,West,Branch,426,152390,38799,8.73,6.61,12,25,0.409,240.67,0.87,6809,106782,0.255,174.23
01/05/2024,South,Partner,207,146856,132051,6.97,4.76,12,57,0.398,887.81,0.82,18137,-3332,0.899,82.39
01/01/2024,South,Branch,261,116201,149941,10,4.25,24,64,0.06,809.05,0.88,17533,-51273,1.29,15.66
01/12/2024,North,Branch,551,213766,43555,8.95,5.7,12,35,0.287,373.01,0.88,10830,159381,0.204,158.14
01/01/2024,North,Online,305,139766,112152,8.35,4.06,24,48,0.074,587.03,0.75,6997,20617,0.802,22.57
01/05/2024,West,Partner,689,72995,147219,10,5.27,12,34,0.298,561.45,0.79,7931,-82155,2.017,205.32
01/12/2024,East,Partner,115,142320,39333,7.69,5.47,24,68,0.373,779.89,0.78,7130,95857,0.276,42.9
01/03/2024,West,Branch,426,130141,24261,8.61,5.5,24,47,0.105,521.21,0.75,9412,96468,0.186,44.73
01/04/2024,West,Partner,707,264071,139833,8.22,7.92,12,40,0.363,226.35,0.51,15884,108354,0.53,256.64
01/03/2024,West,Branch,758,189491,89002,8.8,5.22,12,61,0.252,418.99,0.64,16368,84121,0.47,191.02
01/01/2024,West,Branch,101,229024,66553,9.5,5.06,12,40,0.415,572.96,0.54,11513,150958,0.291,41.92
01/01/2024,South,Online,109,214909,23088,8.55,4.52,12,68,0.29,979.59,0.62,7796,184025,0.107,31.61
01/12/2024,East,Online,533,120799,65783,9.04,6.04,24,55,0.201,904.93,0.53,12748,42268,0.545,107.13
01/12/2024,South,Online,224,229949,21115,7.45,4.61,24,30,0.199,345.12,0.87,19007,189827,0.092,44.58
01/05/2024,East,Branch,180,287327,90114,7.79,6.47,12,54,0.454,778.62,0.68,19965,177248,0.314,81.72
01/06/2024,North,Partner,584,95687,88126,9.64,4.62,24,61,0.254,949.46,0.58,11323,-3762,0.921,148.34
01/03/2024,West,Online,751,280739,92908,8.6,6.31,24,25,0.233,207.03,0.73,19094,168737,0.331,174.98
01/12/2024,South,Partner,249,87276,89109,8.25,7.31,12,66,0.068,776.76,0.58,11745,-13578,1.021,16.93
01/09/2024,East,Online,439,84523,22978,7.25,4.17,12,49,0.214,567.47,0.82,17887,43658,0.272,93.95
01/05/2024,North,Online,228,247127,128943,8.97,5.68,12,45,0.432,744.19,0.62,10202,107982,0.522,98.5
01/08/2024,North,Branch,537,104615,29422,7.22,5.84,12,59,0.392,684.47,0.63,6555,68638,0.281,210.5
01/01/2024,West,Online,600,277714,63626,6.92,7.16,6,62,0.149,987.73,0.85,16882,197206,0.229,89.4
01/05/2024,East,Online,157,291112,109233,8.11,5.87,12,29,0.236,431.05,0.72,18128,163751,0.375,37.05
01/03/2024,South,Branch,297,60514,76174,5.6,6.27,12,36,0.138,828.91,0.85,16764,-32424,1.259,40.99
01/12/2024,West,Partner,310,97456,116356,8.61,7.16,12,29,0.479,387.71,0.67,13181,-32081,1.194,148.49
01/01/2024,South,Online,144,57233,57743,8.38,6.24,24,33,0.319,548.49,0.64,9443,-9953,1.009,45.94
01/04/2024,North,Branch,196,51102,90461,7.65,5.43,12,68,0.389,980.3,0.7,18583,-57942,1.77,76.24
01/05/2024,South,Online,378,116133,77199,7.74,4.34,6,33,0.371,812.91,0.52,13522,25412,0.665,140.24
01/07/2024,South,Branch,634,96715,149000,7.88,6.92,24,59,0.443,452.66,0.56,9705,-61990,1.541,280.86
01/01/2024,West,Partner,509,266265,142778,7.21,7.48,12,25,0.477,695.5,0.59,15136,108351,0.536,242.79
01/03/2024,South,Partner,560,160545,49430,8.18,7.88,12,34,0.065,239.75,0.83,9839,101276,0.308,36.4
01/02/2024,West,Branch,490,154085,48834,7.75,7.71,12,63,0.489,413.12,0.79,8958,96293,0.317,239.61
01/09/2024,North,Branch,143,159101,44435,8.11,7.19,12,60,0.442,774.71,0.58,9664,105002,0.279,63.21
01/10/2024,West,Branch,126,187328,107212,7.84,6.57,24,61,0.222,656.07,0.61,14876,65240,0.572,27.97
01/06/2024,West,Partner,196,158684,75797,7.65,7.13,12,59,0.427,575.74,0.88,15628,67259,0.478,83.69
01/10/2024,East,Online,647,114800,63554,8.28,5.73,6,41,0.381,752.7,0.53,14162,37084,0.554,246.51
01/03/2024,South,Partner,720,144937,74555,8.78,6.38,12,37,0.407,518.77,0.72,5746,64636,0.514,293.04
01/08/2024,North,Branch,666,91548,105350,7.48,5.39,24,30,0.149,220.92,0.71,7184,-20986,1.151,99.23
01/08/2024,West,Branch,318,253162,34716,8.4,5.31,12,61,0.342,552.82,0.79,12946,205500,0.137,108.76
01/02/2024,North,Partner,284,259272,80261,8.52,7.03,24,56,0.062,921.7,0.6,19052,159959,0.31,17.61
01/06/2024,East,Branch,168,223439,47528,6.72,5.82,12,35,0.432,885.29,0.87,14576,161335,0.213,72.58
01/07/2024,South,Partner,229,178845,21995,8.98,4.85,24,41,0.478,527.2,0.66,17222,139628,0.123,109.46
01/02/2024,West,Branch,666,163815,42414,10,4.81,12,29,0.348,217.78,0.61,19617,101784,0.259,231.77
01/11/2024,South,Online,708,270994,33844,7.91,7.44,12,30,0.281,709.05,0.63,10321,226829,0.125,198.95
01/10/2024,East,Online,698,251454,56659,7.83,6.71,12,34,0.377,792.96,0.64,14210,180585,0.225,263.15
01/02/2024,East,Branch,730,177602,35522,7.79,6.18,24,57,0.197,435.39,0.58,15770,126310,0.2,143.81
01/10/2024,North,Partner,433,176270,125449,8.62,5.6,12,54,0.332,581.33,0.87,17303,33518,0.712,143.76
01/01/2024,West,Online,253,176320,149632,8.51,5.72,24,45,0.374,993.49,0.57,12148,14540,0.849,94.62
01/08/2024,North,Partner,646,207277,94034,6.41,4.23,12,66,0.114,661.07,0.85,17855,95388,0.454,73.64
01/01/2024,East,Branch,178,75570,62322,7.13,5.82,6,41,0.113,480.86,0.66,17132,-3884,0.825,20.11
01/09/2024,South,Partner,678,211327,87638,8.51,7.18,12,51,0.372,701.99,0.61,7024,116665,0.415,252.22
01/11/2024,North,Online,512,71182,121334,7.85,5.55,12,27,0.244,344.02,0.58,18901,-69053,1.705,124.93
01/06/2024,North,Partner,645,89373,28524,6.83,5.53,12,53,0.45,359.4,0.7,11173,49676,0.319,290.25
01/07/2024,South,Partner,708,93019,50846,9.5,4.06,12,26,0.19,939.94,0.77,14734,27439,0.547,134.52
01/10/2024,North,Branch,268,243691,93643,7.2,5.83,12,53,0.069,391.36,0.86,19219,130829,0.384,18.49
01/07/2024,South,Branch,780,66043,80096,8.04,4.1,24,60,0.342,448.63,0.76,7711,-21764,1.213,266.76
01/10/2024,West,Branch,762,226604,134930,7.83,6.28,6,58,0.358,635.02,0.69,16238,75436,0.595,272.8
01/03/2024,South,Online,682,282362,103804,6.92,6.03,12,61,0.299,919.75,0.51,12018,166540,0.368,203.92
01/02/2024,West,Online,614,247008,67703,8.18,7.36,24,66,0.357,825.16,0.87,19357,159948,0.274,219.2
01/09/2024,South,Branch,413,69239,44399,8.39,6.33,12,25,0.286,235.03,0.86,14646,10194,0.641,118.12
01/08/2024,East,Branch,131,191488,95160,7.53,5.29,12,50,0.362,754.42,0.65,12197,84131,0.497,47.42
01/12/2024,East,Online,386,184484,112662,7.66,6.06,12,25,0.07,603.25,0.51,16195,55627,0.611,27.02
01/10/2024,West,Online,693,131976,108667,8.6,6.8,12,28,0.216,580.44,0.79,6702,16607,0.823,149.69
01/07/2024,West,Online,142,74406,143182,6.02,4.38,6,63,0.145,753.25,0.82,19995,-88771,1.924,20.59
01/09/2024,East,Online,716,51875,68591,7.15,6.48,12,38,0.095,356.99,0.72,10529,-27245,1.322,68.02
01/04/2024,West,Branch,100,218138,40714,8.21,7.67,24,42,0.155,985.19,0.66,12216,165208,0.187,15.5
01/04/2024,South,Online,672,283144,126167,7.47,5.2,12,58,0.136,716.25,0.84,17612,139365,0.446,91.39
01/01/2024,South,Branch,369,186824,55877,7.46,6.51,6,25,0.488,492.52,0.58,12655,118292,0.299,180.07
01/08/2024,East,Partner,279,267825,104106,8.9,7.29,12,46,0.179,680.16,0.68,10417,153302,0.389,49.94
01/12/2024,North,Partner,617,259097,98018,7.37,6.05,12,40,0.154,373.18,0.51,11324,149755,0.378,95.02
01/03/2024,South,Online,202,182425,119854,9.98,6.87,6,46,0.426,707.07,0.57,8873,53698,0.657,86.05
01/07/2024,West,Partner,109,208058,79136,6.25,5.24,24,40,0.239,222.57,0.88,13313,115609,0.38,26.05
01/12/2024,North,Partner,682,267979,53414,5.79,5.22,6,52,0.24,472.95,0.73,19459,195106,0.199,163.68
01/02/2024,North,Partner,189,285973,140832,8.88,6.67,24,52,0.25,798.01,0.82,14668,130473,0.492,47.25
01/02/2024,South,Online,325,64691,106576,7.02,6.82,12,46,0.237,846.38,0.69,5265,-47150,1.647,77.02
01/07/2024,South,Online,769,250919,98943,7.03,7.75,12,30,0.197,402.34,0.83,13219,138757,0.394,151.49
01/06/2024,North,Partner,225,98075,143592,8.98,4.9,12,49,0.179,631.53,0.72,10378,-55895,1.464,40.28
01/03/2024,North,Branch,308,60794,65468,7.5,5.87,12,66,0.447,622.79,0.5,7124,-11798,1.077,137.68
01/09/2024,East,Partner,196,249542,118841,8.91,5,12,26,0.123,537.16,0.86,5431,125270,0.476,24.11
01/10/2024,West,Online,173,197478,99702,7.39,4.32,24,31,0.131,382.75,0.56,9974,87802,0.505,22.66
01/06/2024,East,Online,726,125930,92108,8.36,5.61,12,41,0.307,762.58,0.68,8777,25045,0.731,222.88
01/10/2024,South,Online,290,296969,118538,7.49,5.5,12,59,0.205,401.89,0.69,12037,166394,0.399,59.45
01/10/2024,East,Partner,781,207944,112508,7.08,5.08,24,44,0.24,928.82,0.52,18346,77090,0.541,187.44
01/06/2024,East,Branch,155,91708,66835,9.73,5.19,12,68,0.413,622.8,0.52,17723,7150,0.729,64.02
01/01/2024,East,Online,652,165492,83333,9.12,5.44,6,26,0.457,896.38,0.81,6085,76074,0.504,297.96
01/04/2024,East,Online,131,156629,62464,7.27,7.96,6,31,0.406,432.59,0.62,11195,82970,0.399,53.19
01/10/2024,West,Partner,626,201872,132454,7.82,7.13,12,56,0.156,845.66,0.66,11259,58159,0.656,97.66
01/06/2024,West,Branch,673,224469,42923,9.48,4.29,24,43,0.491,290.93,0.73,15286,166260,0.191,330.44
01/06/2024,North,Partner,766,173313,136062,7.01,7.49,12,36,0.213,813.46,0.65,7485,29766,0.785,163.16
01/11/2024,South,Online,383,218981,81855,7.07,6.53,24,33,0.126,509.56,0.81,13292,123834,0.374,48.26
01/12/2024,East,Branch,593,71352,87445,8.47,7.56,12,51,0.275,575.99,0.85,10398,-26491,1.226,163.08
01/05/2024,North,Branch,286,151975,143795,10,5.37,12,38,0.376,333.45,0.52,15346,-7166,0.946,107.54
01/01/2024,North,Online,597,143848,130454,8.05,5.86,6,26,0.087,214.9,0.75,10078,3316,0.907,51.94
01/08/2024,North,Branch,541,286668,141906,9.05,7.58,24,45,0.335,732.96,0.63,12202,132560,0.495,181.24
01/05/2024,West,Branch,229,196510,118384,6.98,5.09,6,28,0.436,670.17,0.73,8048,70078,0.602,99.84
01/12/2024,East,Partner,738,269993,87619,8.36,7.66,12,45,0.168,697.94,0.69,11502,170872,0.325,123.98
01/12/2024,East,Online,391,94999,66146,7.64,7.31,12,46,0.362,404,0.63,18174,10679,0.696,141.54
01/12/2024,South,Online,213,68482,80032,9.87,7.92,12,26,0.23,391.42,0.54,5799,-17349,1.169,48.99
